GDS Record Locator,Reservation Date,Car Pick Up Date,Car Drop Off Date,Car Chain Code,Car Chain Name,Car Pick Up City,Car Pick Up State,Car Drop Off City,Car Drop Off State,Car Rental Days,Car Daily Rate,Car Category,Online Indicator
3DGQHB,10/5/10,10/6/10,10/7/10,ZD,BUDGET RENT A CAR,Key West,FL,Key West,FL,1,45.00,Intermediate,N
3DHR8S,10/13/10,10/18/10,10/22/10,ZI,AVIS RENT A CAR,Laredo,TX,Laredo,TX,4,44.00,Full Size,Y
3DI3M4,10/14/10,10/19/10,10/22/10,AL,ALAMO RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,39.00,Intermediate,Y
3DRCOB,10/21/10,11/8/10,11/10/10,ZR,DOLLAR RENT A CAR,Buffalo,NY,Buffalo,NY,2,32.00,Intermediate,Y
3DUMLZ,10/13/10,10/18/10,10/19/10,ET,ENTERPRISE CARS,Lansing,MI,Lansing,MI,1,25.00,Economy,Y
3DVNED,10/14/10,10/18/10,10/20/10,ZI,AVIS RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,2,38.00,Intermediate,N
3DVQ5F,10/5/10,10/6/10,10/7/10,ZD,BUDGET RENT A CAR,Reno,NV,Reno,NV,1,28.00,Compact,N
3DY62E,10/4/10,10/6/10,10/6/10,ET,ENTERPRISE CARS,Indianapolis,IN,Indianapolis,IN,1,27.00,Economy,N
3DZBC3,10/20/10,10/25/10,10/27/10,ET,ENTERPRISE CARS,Pittsburgh,PA,Pittsburgh,PA,2,19.00,Economy,Y
3DZN4M,10/7/10,10/12/10,10/14/10,ZI,AVIS RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,52.00,Intermediate,Y
3E6ON7,10/8/10,10/12/10,10/15/10,ZE,HERTZ RENT A CAR,Frankfurt,,Frankfurt,,3,34.21,Compact,Y
3EFMBD,10/21/10,11/15/10,11/18/10,ET,ENTERPRISE CARS,San Rafael,CA,San Rafael,CA,3,30.00,Economy,Y
3EFMLH,10/8/10,10/13/10,10/15/10,ZL,NATIONAL CAR RENTAL,Las Vegas,NV,Las Vegas,NV,2,21.00,Economy,Y
3F2AFI,10/6/10,10/7/10,10/7/10,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,1,36.00,Intermediate,N
3F5SH7,10/5/10,10/7/10,10/8/10,AL,ALAMO RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,24.00,Compact,N
3F73UY,10/7/10,10/12/10,10/15/10,AL,ALAMO RENT A CAR,Denver,CO,Denver,CO,3,42.00,Intermediate,Y
3F8R7X,10/25/10,11/1/10,11/5/10,ET,ENTERPRISE CARS,San Juan,PR,San Juan,PR,4,19.00,Compact,Y
3FFG73,10/21/10,10/26/10,10/28/10,ZR,DOLLAR RENT A CAR,Daytona Beach,FL,Daytona Beach,FL,2,15.00,Intermediate,Y
3FFQLY,10/7/10,10/12/10,10/13/10,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,1,37.00,Compact,N
3FHI8D,10/13/10,10/18/10,10/21/10,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,3,45.00,Compact,Y
3FHI8D,10/15/10,10/18/10,10/21/10,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,3,45.00,Compact,N
3FMBY9,10/8/10,10/13/10,10/14/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,1,19.00,Compact,Y
3FQF5M,10/7/10,10/12/10,10/12/10,ZD,BUDGET RENT A CAR,Gainesville,FL,Gainesville,FL,1,29.00,Economy,Y
3FYEM2,11/3/10,11/8/10,11/8/10,ET,ENTERPRISE CARS,Dayton,OH,Dayton,OH,1,23.00,Economy,Y
3G57BV,10/20/10,10/25/10,10/26/10,AL,ALAMO RENT A CAR,Las Vegas,NV,Las Vegas,NV,1,34.00,Economy,Y
3G6OEH,10/22/10,10/31/10,11/3/10,AL,ALAMO RENT A CAR,Denver,CO,Denver,CO,3,35.00,Economy,Y
3GBGVC,10/8/10,10/13/10,10/14/10,AL,ALAMO RENT A CAR,Spokane,WA,Spokane,WA,1,39.00,Compact,N
3GBQJP,10/14/10,10/19/10,10/19/10,ZI,AVIS RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,47.00,Compact,Y
3GBQJP,10/14/10,10/19/10,10/20/10,ZI,AVIS RENT A CAR,El Paso,TX,El Paso,TX,1,49.00,Compact,Y
3GBQJP,10/14/10,10/20/10,10/21/10,ZI,AVIS RENT A CAR,Denver,CO,Denver,CO,1,62.00,Compact,Y
3GBQJP,10/15/10,10/19/10,10/19/10,ZI,AVIS RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,47.00,Compact,Y
3GBQJP,10/15/10,10/19/10,10/20/10,ZI,AVIS RENT A CAR,El Paso,TX,El Paso,TX,1,49.00,Compact,Y
3GBQJP,10/15/10,10/20/10,10/21/10,ZI,AVIS RENT A CAR,Denver,CO,Denver,CO,1,62.00,Compact,Y
3GDZAH,10/6/10,10/13/10,10/14/10,ZD,BUDGET RENT A CAR,Ketchikan,AK,Ketchikan,AK,1,73.00,Intermediate,Y
3H3JFF,10/6/10,10/7/10,10/8/10,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,47.00,Intermediate,N
3H44JO,10/7/10,10/11/10,10/13/10,ZT,THRIFTY RENT A CAR,Corpus Christi,TX,Corpus Christi,TX,2,22.00,Compact,Y
3H5MUG,10/7/10,10/12/10,10/13/10,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,1,15.00,Compact,Y
3H6J33,10/19/10,10/23/10,10/31/10,ZD,BUDGET RENT A CAR,Richmond,VA,Richmond,VA,8,22.43,Compact,Y
3H9APC,10/7/10,10/12/10,10/15/10,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,41.00,Compact,Y
3HDBLV,10/7/10,10/12/10,10/14/10,ZT,THRIFTY RENT A CAR,Greensboro/H Pt/Win-Salem,NC,Greensboro/H Pt/Win-Salem,NC,2,37.00,Economy,Y
3HJCM5,10/6/10,10/7/10,10/8/10,ET,ENTERPRISE CARS,Houston-Hobby,TX,Houston-Hobby,TX,1,25.00,Compact,N
3HSA7B,10/13/10,10/18/10,10/22/10,ET,ENTERPRISE CARS,Atlanta,GA,Atlanta,GA,4,29.00,Economy,Y
3HVYR9,10/15/10,10/20/10,10/21/10,ZL,NATIONAL CAR RENTAL,Springfield,MO,Springfield,MO,1,49.00,Standard,Y
3HWGGD,10/8/10,10/13/10,10/15/10,AL,ALAMO RENT A CAR,Spokane,WA,Spokane,WA,2,39.00,Intermediate,N
3HXDJC,10/15/10,10/20/10,10/21/10,AL,ALAMO RENT A CAR,Dayton,OH,Dayton,OH,1,24.00,Compact,Y
3HXDJC,10/18/10,10/20/10,10/21/10,AL,ALAMO RENT A CAR,Dayton,OH,Dayton,OH,1,24.00,Compact,N
3HYB33,10/7/10,10/13/10,10/14/10,ZL,NATIONAL CAR RENTAL,El Paso,TX,El Paso,TX,1,45.00,Intermediate,N
3I4F9U,10/7/10,10/7/10,10/8/10,ZL,NATIONAL CAR RENTAL,Mc Allen,TX,Mc Allen,TX,1,41.00,Intermediate,N
3I65OW,10/18/10,10/19/10,10/21/10,ET,ENTERPRISE CARS,Nashville,TN,Nashville,TN,2,29.00,Economy,Y
3IB3MM,10/7/10,10/12/10,10/14/10,ET,ENTERPRISE CARS,Charleston,WV,Charleston,WV,2,33.00,Compact,Y
3IX2VC,10/20/10,10/25/10,10/29/10,ET,ENTERPRISE CARS,Washington D.C.-Dulles,DC,Washington D.C.-Dulles,DC,4,32.25,Economy,Y
3IZ3YM,10/22/10,10/25/10,10/29/10,ZL,NATIONAL CAR RENTAL,Little Rock,AR,Little Rock,AR,4,41.00,Intermediate,N
3IZPF8,10/19/10,10/24/10,10/28/10,AL,ALAMO RENT A CAR,San Francisco,CA,San Francisco,CA,4,43.00,Intermediate,N
3IZPF8,10/19/10,10/24/10,10/28/10,AL,ALAMO RENT A CAR,San Francisco,CA,San Francisco,CA,4,43.00,Intermediate,N
3JD4N6,10/7/10,10/13/10,10/14/10,ZL,NATIONAL CAR RENTAL,Miami,FL,Miami,FL,1,18.00,Intermediate,N
3JDMR5,10/11/10,10/14/10,10/15/10,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,1,17.00,Compact,Y
3JGPXO,10/7/10,10/12/10,10/15/10,ZT,THRIFTY RENT A CAR,Spokane,WA,Spokane,WA,3,33.00,Intermediate,N
3JGQ5Z,10/8/10,10/11/10,10/15/10,AL,ALAMO RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,35.00,Economy,N
3JHWWJ,11/3/10,11/8/10,11/11/10,ZD,BUDGET RENT A CAR,San Francisco,CA,San Francisco,CA,3,42.00,Intermediate,N
3JIFVU,10/21/10,11/16/10,11/18/10,FX,FOX RENT A CAR,Phoenix,AZ,Phoenix,AZ,2,54.87,Minivan,Y
3JIP24,10/15/10,10/20/10,10/22/10,ZR,DOLLAR RENT A CAR,Pensacola,FL,Pensacola,FL,2,29.00,Economy,Y
3JISG7,10/7/10,10/12/10,10/14/10,ZI,AVIS RENT A CAR,Roanoke,VA,Roanoke,VA,2,35.00,Intermediate,Y
3JLFNP,10/8/10,10/12/10,10/13/10,ET,ENTERPRISE CARS,Charleston,WV,Charleston,WV,1,33.00,Compact,Y
3JNUJH,10/13/10,10/18/10,10/21/10,AD,ADVANTAGE,Orlando-Intl,FL,Orlando-Intl,FL,3,35.14,Compact,Y
3JO5S9,10/13/10,10/18/10,10/20/10,ZT,THRIFTY RENT A CAR,Corpus Christi,TX,Corpus Christi,TX,2,29.00,Compact,Y
3JQRY5,12/1/10,12/6/10,12/8/10,ZR,DOLLAR RENT A CAR,Nashville,TN,Nashville,TN,2,30.00,Compact,Y
3JRSJF,10/7/10,10/12/10,10/15/10,ZD,BUDGET RENT A CAR,Miami,FL,Miami,FL,3,46.00,Compact,N
3JU5FM,10/7/10,10/12/10,10/13/10,ZT,THRIFTY RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,40.00,Economy,Y
3JVE2C,10/13/10,10/18/10,10/21/10,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,25.00,Compact,Y
3JXCD6,10/7/10,10/7/10,10/8/10,ZL,NATIONAL CAR RENTAL,Raleigh/Durham,NC,Raleigh/Durham,NC,1,37.00,Intermediate,N
3LANIS,10/8/10,10/12/10,10/13/10,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,68.00,Compact,Y
3LANIS,10/13/10,10/12/10,10/13/10,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,68.00,Compact,N
3LOFDS,10/8/10,10/12/10,10/13/10,ET,ENTERPRISE CARS,San Antonio,TX,San Antonio,TX,1,16.00,Compact,N
3LOFDS,10/8/10,10/13/10,10/13/10,ET,ENTERPRISE CARS,Tulsa,OK,Tulsa,OK,1,44.00,Intermediate,N
3LOFDS,10/12/10,10/12/10,10/12/10,ET,ENTERPRISE CARS,San Antonio,TX,San Antonio,TX,1,15.00,Compact,N
3LOFDS,10/12/10,10/14/10,10/14/10,ZT,THRIFTY RENT A CAR,Tulsa,OK,Tulsa,OK,1,49.00,Compact,N
3LPVAQ,10/14/10,10/18/10,10/21/10,ZD,BUDGET RENT A CAR,Boise,ID,Boise,ID,3,33.00,Economy,Y
3LXAOS,10/21/10,10/27/10,10/28/10,AL,ALAMO RENT A CAR,Evansville,IN,Evansville,IN,1,36.00,Compact,Y
3O9JSE,10/11/10,10/12/10,10/13/10,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,1,38.00,Compact,N
3OBOZ5,10/11/10,10/12/10,10/14/10,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,2,40.00,Economy,N
3OWJ6H,10/12/10,10/12/10,10/15/10,AL,ALAMO RENT A CAR,Pittsburgh,PA,Pittsburgh,PA,3,25.00,Compact,N
3OYOJU,10/13/10,10/18/10,10/21/10,ZR,DOLLAR RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,3,48.00,Full Size,Y
3P2P6O,10/21/10,10/26/10,10/28/10,AL,ALAMO RENT A CAR,Jacksonville,FL,Jacksonville,FL,2,36.00,Economy,Y
3P3MIX,10/21/10,10/31/10,11/2/10,ET,ENTERPRISE CARS,Washington DC,DC,Washington DC,DC,2,20.00,Intermediate,Y
3P4EI2,10/21/10,11/7/10,11/12/10,ET,ENTERPRISE CARS,Houston-Hobby,TX,Houston-Hobby,TX,5,24.60,Compact,Y
3P698S,10/21/10,11/3/10,11/4/10,ZI,AVIS RENT A CAR,Laredo,TX,Laredo,TX,1,40.00,Compact,Y
3PWIU6,10/12/10,10/13/10,10/13/10,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,1,70.00,Intermediate,N
3PZWXJ,10/15/10,10/20/10,10/21/10,AL,ALAMO RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,34.00,Compact,Y
3QBAV2,10/13/10,10/17/10,10/22/10,AL,ALAMO RENT A CAR,Anchorage,AK,Anchorage,AK,5,49.50,Minivan,Y
3QCBX9,10/13/10,10/25/10,10/27/10,ZI,AVIS RENT A CAR,International Falls,MN,International Falls,MN,2,67.00,Full Size,N
3QGANZ,10/20/10,10/25/10,10/27/10,ZL,NATIONAL CAR RENTAL,Lexington,KY,Lexington,KY,2,25.00,Economy,Y
3QMYUW,10/15/10,10/19/10,10/19/10,ZT,THRIFTY RENT A CAR,St. Louis,MO,St. Louis,MO,1,35.00,Compact,Y
3QPA9P,10/13/10,10/14/10,10/14/10,AL,ALAMO RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,23.00,Compact,N
3QUFW4,10/13/10,10/18/10,10/19/10,ZD,BUDGET RENT A CAR,Charlotte,NC,Charlotte,NC,1,61.00,Compact,Y
3QUNNJ,10/13/10,10/18/10,10/22/10,ZL,NATIONAL CAR RENTAL,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,4,36.00,Standard,Y
3R3M6N,10/27/10,11/1/10,11/5/10,AL,ALAMO RENT A CAR,Richmond,VA,Richmond,VA,4,48.00,Full Size,N
3R3MXX,11/3/10,11/8/10,11/11/10,ZI,AVIS RENT A CAR,San Francisco,CA,San Francisco,CA,3,51.00,Intermediate,N
3R3YRD,10/20/10,10/25/10,10/28/10,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,3,47.00,Intermediate,N
3R48D9,10/13/10,10/18/10,10/19/10,AL,ALAMO RENT A CAR,Saginaw,MI,Saginaw,MI,1,59.00,Intermediate,N
3R4H8Q,10/25/10,11/2/10,11/5/10,AL,ALAMO RENT A CAR,Billings,MT,Billings,MT,3,36.00,Intermediate,N
3R7XHZ,10/13/10,10/17/10,10/18/10,AL,ALAMO RENT A CAR,Fort Wayne,IN,Fort Wayne,IN,1,36.00,Intermediate,N
3RR366,10/22/10,10/26/10,10/27/10,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,1,49.45,Intermediate,N
3RR366,10/25/10,11/2/10,11/3/10,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,1,49.45,Intermediate,N
3RW7SZ,10/14/10,10/19/10,10/19/10,ZI,AVIS RENT A CAR,Brunswick,GA,Brunswick,GA,1,49.00,Economy,Y
3RY7WY,10/22/10,11/3/10,11/3/10,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,25.00,Compact,Y
3RYX7B,10/20/10,10/24/10,10/25/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,1,19.00,Compact,Y
3RZF6H,10/14/10,10/19/10,10/19/10,AL,ALAMO RENT A CAR,Corpus Christi,TX,Corpus Christi,TX,1,28.00,Compact,N
3S8QUU,10/14/10,10/17/10,10/22/10,AL,ALAMO RENT A CAR,Los Angeles,CA,Los Angeles,CA,5,17.00,Compact,Y
3SAEIE,10/15/10,10/18/10,10/19/10,ZT,THRIFTY RENT A CAR,Corpus Christi,TX,Corpus Christi,TX,1,29.00,Economy,Y
3SCXZU,10/18/10,10/20/10,10/21/10,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,1,29.00,Intermediate,N
3SGFMI,10/20/10,10/24/10,10/30/10,AC,ACE RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,6,35.83,Compact,Y
3SM9O3,10/14/10,10/18/10,10/21/10,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,3,58.00,Compact,Y
3SMS9S,10/15/10,10/19/10,10/24/10,AL,ALAMO RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,5,21.00,Compact,Y
3SUE6F,10/21/10,1/17/11,1/22/11,AL,ALAMO RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,5,31.80,Compact,Y
3U4HG8,10/18/10,10/20/10,10/21/10,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,62.00,Full Size,N
3U6W3E,10/15/10,10/19/10,10/21/10,AL,ALAMO RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,2,23.00,Compact,Y
3U6W5C,10/21/10,11/2/10,11/5/10,ZR,DOLLAR RENT A CAR,St. Louis,MO,St. Louis,MO,3,27.00,Compact,Y
3U7AF2,10/15/10,10/20/10,10/21/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,1,19.00,Compact,Y
3UA7BB,10/14/10,10/15/10,10/15/10,ZT,THRIFTY RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,41.00,Compact,N
3UA7BB,10/15/10,10/15/10,10/15/10,ZT,THRIFTY RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,41.00,Compact,N
3UB646,10/22/10,10/31/10,11/3/10,ET,ENTERPRISE CARS,Atlanta,GA,Atlanta,GA,3,32.00,Economy,Y
3UBD72,10/15/10,10/18/10,10/21/10,AL,ALAMO RENT A CAR,Washington DC,DC,Washington DC,DC,3,63.00,Intermediate,N
3UF3JE,10/14/10,10/20/10,10/21/10,ZI,AVIS RENT A CAR,Paducah,KY,Paducah,KY,1,35.00,Intermediate,Y
3UIG82,10/14/10,10/18/10,10/19/10,ZD,BUDGET RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,63.00,Intermediate,N
3UIHME,10/18/10,10/21/10,10/22/10,ZD,BUDGET RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,48.00,Intermediate,N
3UJ5Z6,10/20/10,10/28/10,10/31/10,ZD,BUDGET RENT A CAR,Boston,MA,Boston,MA,3,16.00,Intermediate,N
3V6AC3,10/21/10,10/26/10,10/27/10,ZL,NATIONAL CAR RENTAL,San Diego,CA,San Diego,CA,1,19.00,Economy,Y
3VAGNU,10/18/10,10/21/10,10/21/10,ZL,NATIONAL CAR RENTAL,Charlotte,NC,Charlotte,NC,1,56.00,Intermediate,Y
3VCQN3,10/15/10,10/18/10,10/20/10,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,67.00,Compact,N
3VFN7F,10/18/10,10/20/10,10/21/10,ZL,NATIONAL CAR RENTAL,Newport News,VA,Newport News,VA,1,68.00,Compact,Y
3VL9ZY,10/21/10,3/27/11,3/31/11,ZT,THRIFTY RENT A CAR,Miami,FL,Miami,FL,4,18.00,Standard,Y
3VXWD4,10/16/10,10/18/10,10/19/10,ZL,NATIONAL CAR RENTAL,Norfolk,VA,Norfolk,VA,1,60.00,Intermediate,N
3VYFJO,10/20/10,10/25/10,10/29/10,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,4,43.00,Standard,Y
3Y33P6,10/19/10,10/22/10,10/24/10,ZL,NATIONAL CAR RENTAL,Atlanta,GA,Atlanta,GA,2,19.00,Intermediate,N
3Y94MB,11/10/10,11/15/10,11/17/10,ZD,BUDGET RENT A CAR,Sacramento,CA,Sacramento,CA,2,44.00,Intermediate,N
3YEQXJ,10/20/10,10/25/10,10/26/10,ET,ENTERPRISE CARS,Miami,FL,Miami,FL,1,17.00,Intermediate,Y
3YGJG8,10/21/10,10/27/10,10/28/10,ZE,HERTZ RENT A CAR,Gainesville,FL,Gainesville,FL,1,64.00,Economy,Y
3YJ834,10/20/10,10/24/10,10/26/10,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,2,15.00,Compact,Y
3YJI3V,10/18/10,10/18/10,10/20/10,ZT,THRIFTY RENT A CAR,Mobile,AL,Mobile,AL,2,33.00,Compact,N
3YLRWR,10/21/10,10/26/10,10/28/10,ET,ENTERPRISE CARS,Augusta,GA,Augusta,GA,2,23.00,Compact,N
3YLRWR,10/27/10,10/26/10,10/28/10,ET,ENTERPRISE CARS,Augusta,GA,Augusta,GA,2,23.00,Compact,N
3YUPVZ,10/19/10,10/20/10,10/22/10,ZL,NATIONAL CAR RENTAL,Jacksonville,FL,Jacksonville,FL,2,75.00,Full Size,N
3YZ29D,10/21/10,10/26/10,10/27/10,ET,ENTERPRISE CARS,Lexington,KY,Lexington,KY,1,32.00,Compact,Y
3YZ29D,10/26/10,10/26/10,10/27/10,ET,ENTERPRISE CARS,Lexington,KY,Lexington,KY,1,32.00,Compact,N
3ZAEL5,10/21/10,11/3/10,11/5/10,ZT,THRIFTY RENT A CAR,Oklahoma City,OK,Oklahoma City,OK,2,29.00,Compact,Y
3ZBFNE,10/20/10,10/24/10,10/25/10,ZR,DOLLAR RENT A CAR,Miami,FL,Miami,FL,1,12.00,Compact,Y
3ZBFNE,10/20/10,10/25/10,10/26/10,ET,ENTERPRISE CARS,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,1,31.00,Compact,Y
3ZBRZU,10/21/10,10/28/10,10/29/10,ET,ENTERPRISE CARS,Columbus,OH,Columbus,OH,1,17.00,Intermediate,Y
3ZD9D4,10/19/10,10/20/10,10/20/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,1,68.00,Intermediate,N
3ZE8O4,10/18/10,10/19/10,10/20/10,ZT,THRIFTY RENT A CAR,El Paso,TX,El Paso,TX,1,46.00,Compact,N
3ZE8O4,10/18/10,10/20/10,10/20/10,ZL,NATIONAL CAR RENTAL,Laredo,TX,Laredo,TX,1,37.00,Compact,N
3ZEE3Q,10/29/10,11/3/10,11/7/10,ZL,NATIONAL CAR RENTAL,Miami,FL,Miami,FL,4,17.00,Intermediate,N
3ZGYY6,10/21/10,11/3/10,11/4/10,ZI,AVIS RENT A CAR,Roanoke,VA,Roanoke,VA,1,30.00,Economy,Y
44B7XG,10/22/10,10/25/10,10/29/10,ET,ENTERPRISE CARS,Washington DC,DC,Washington DC,DC,4,55.00,Full Size,Y
47OSF6,11/9/10,11/15/10,11/15/10,ZL,NATIONAL CAR RENTAL,West Palm Beach,FL,West Palm Beach,FL,1,26.00,Intermediate,N
484LLB,11/4/10,11/8/10,11/10/10,ZD,BUDGET RENT A CAR,Cleveland,OH,Cleveland,OH,2,48.00,Intermediate,N
4A84NJ,11/9/10,11/14/10,11/16/10,ZD,BUDGET RENT A CAR,Columbus-Golden Triangle,MS,Columbus-Golden Triangle,MS,2,45.00,Full Size,N
4ACON2,10/22/10,10/25/10,10/25/10,AL,ALAMO RENT A CAR,Dayton,OH,Dayton,OH,1,46.00,Intermediate,N
4ALYFN,10/22/10,10/30/10,1/15/11,ZT,THRIFTY RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,77,21.82,Economy,Y
4ALYFN,10/30/10,10/30/10,1/15/11,ZT,THRIFTY RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,77,21.82,Economy,Y
4OXREN,11/2/10,11/4/10,11/5/10,ZL,NATIONAL CAR RENTAL,San Antonio,TX,San Antonio,TX,1,24.00,Intermediate,N
4QLBEU,9/29/10,10/4/10,10/6/10,AD,ADVANTAGE,Las Vegas,NV,Las Vegas,NV,2,19.45,Economy,Y
4QLBEU,10/5/10,10/4/10,10/6/10,AD,ADVANTAGE,Las Vegas,NV,Las Vegas,NV,2,19.45,Economy,N
4QZ3VZ,9/30/10,10/3/10,10/7/10,ZT,THRIFTY RENT A CAR,Houston-Intercontinental,TX,Houston-Intercontinental,TX,4,30.00,Economy,Y
4ZMRBC,9/28/10,10/1/10,10/6/10,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,5,21.00,Intermediate,N
723YU7,10/18/10,10/19/10,10/22/10,AL,ALAMO RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,33.00,Compact,N
723YU7,10/20/10,10/19/10,10/22/10,AL,ALAMO RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,33.00,Compact,N
76S42R,10/6/10,10/11/10,10/15/10,ZI,AVIS RENT A CAR,Dallas,TX,Dallas,TX,4,59.00,Full Size,N
76S42R,10/11/10,10/12/10,10/15/10,ZI,AVIS RENT A CAR,Dallas,TX,Dallas,TX,3,59.00,Full Size,N
7Q7BVJ,11/12/10,11/14/10,11/15/10,AL,ALAMO RENT A CAR,Oakland,CA,Oakland,CA,1,22.00,Intermediate,N
7Q7BVJ,11/12/10,11/15/10,11/19/10,AL,ALAMO RENT A CAR,Las Vegas,NV,Las Vegas,NV,4,22.00,Compact,N
7QYL96,10/4/10,10/17/10,10/24/10,ZE,HERTZ RENT A CAR,Albuquerque,NM,Albuquerque,NM,7,29.71,Intermediate,N
7RLU5R,10/13/10,10/18/10,10/19/10,ZD,BUDGET RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,40.00,Intermediate,N
7U6UHO,10/14/10,10/18/10,11/3/10,ZE,HERTZ RENT A CAR,Washington D.C.-Dulles,DC,Washington D.C.-Dulles,DC,16,22.71,Intermediate,N
7U95E6,10/20/10,10/24/10,10/29/10,ET,ENTERPRISE CARS,Columbus,OH,Columbus,OH,5,21.60,Compact,Y
7VECOC,10/8/10,10/13/10,10/14/10,ET,ENTERPRISE CARS,San Francisco,CA,San Francisco,CA,1,18.00,Compact,Y
7VECUR,10/15/10,10/20/10,10/21/10,ZE,HERTZ RENT A CAR,Sacramento,CA,Sacramento,CA,1,52.49,Full Size,Y
7VEQ2L,10/14/10,10/19/10,10/19/10,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,1,45.00,Compact,Y
7WLLL5,10/13/10,10/18/10,10/22/10,ZD,BUDGET RENT A CAR,Dayton,OH,Dayton,OH,4,39.00,Intermediate,Y
AAINGB,9/5/13,9/10/13,9/11/13,ET,ENTERPRISE CARS,Jackson Hole,WY,Jackson Hole,WY,1,45.00,Intermediate,N
AARNPE,1/30/13,2/4/13,2/5/13,ZR,DOLLAR RENT A CAR,Memphis,TN,Memphis,TN,1,26.00,Compact,Y
AAULUG,2/20/13,2/25/13,2/28/13,AL,ALAMO RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,3,34.00,Economy,Y
AAULUG,2/20/13,2/25/13,2/27/13,AL,ALAMO RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,2,34.00,Economy,N
AAYLMD,4/26/13,4/30/13,4/30/13,ET,ENTERPRISE CARS,Greenville/Spartanburg,SC,Greenville/Spartanburg,SC,1,20.00,Economy,N
AAYLMD,4/30/13,4/30/13,4/30/13,ET,ENTERPRISE CARS,Greenville/Spartanburg,SC,Greenville/Spartanburg,SC,1,20.00,Economy,N
ABTHSI,2/20/13,2/25/13,2/27/13,ET,ENTERPRISE CARS,West Palm Beach,FL,West Palm Beach,FL,2,25.00,Compact,Y
