GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
2OLM65,9/20/10,10/4/10,10/5/10,8616206699,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OMIO6,9/20/10,10/1/10,10/4/10,8615970808,UNITED AIRLINES,Coach,D,IAD,LGA,IAD/LGA/IAD,290.24,43.16,333.4,457.4082148,N,,N,,N,YCA City Pair Fare (Contract)
2OMJS8,9/20/10,10/1/10,10/6/10,8616079566,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,212.1,37.3,249.4,796.7495528,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OQGR6,,10/14/10,10/12/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,-109.7,0,-109.7,-1230.474703,N,,Y,,N,Economy Unrestricted Fare (Non-Contract)
2OQGR6,9/20/10,10/8/10,10/12/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2OQGR6,9/20/10,10/14/10,10/14/10,8617015991,UNITED AIRLINES,Coach,D,LAS,BIL,LAS/DEN/BIL,355.35,48.05,403.4,1072.501367,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2ORWGP,9/20/10,10/20/10,10/25/10,8617467307,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2OS4XO,,10/11/10,10/11/10,8616256180,UNITED AIRLINES,Coach,D,PHX,SFO,PHX/SFO/PHX,-221.4,-38,-259.4,-1300.292,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2OS4XO,9/20/10,10/5/10,10/11/10,8616256180,UNITED AIRLINES,Coach,D,PHX,SFO,PHX/SFO/PHX,221.4,38,259.4,1300.292,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OS6ND,9/20/10,10/16/10,10/18/10,8617163712,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OSYPX,9/20/10,10/15/10,10/18/10,8617095972,AMERICAN,Coach,D,DFW,SAT,DFW/SAT_LRD/DFW,345.11,47.29,392.4,644.803345,N,,N,,N,Economy Discounted Government (Non-Contract)
2OSZ4Q,9/20/10,10/15/10,10/18/10,8617168837,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OV565,9/20/10,10/7/10,10/13/10,8616445773,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,305.12,44.28,349.4,2970.414318,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2OWEQZ,9/20/10,10/20/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,189.4,,189.4,1230.474703,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2OWSY5,9/20/10,9/28/10,10/4/10,8615524635,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2OYW7N,9/20/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2OYW7N,9/20/10,10/13/10,10/13/10,,RWANDAIR,Coach,D,LAS,DEN,LAS/DEN,,,,615.237482,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2P3MPL,9/21/10,10/22/10,10/25/10,,SOUTHWEST AIR,Coach,D,OAK,LAS,OAK/LAS/OAK,407.4,,407.4,813.5326266,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2P4IQS,9/21/10,10/13/10,10/18/10,8616919923,US AIRWAYS,Coach,D,PHL,RIC,PHL/RIC_ORF/PHL,816.74,82.66,899.4,411.7217065,N,,N,,Y,YCA City Pair Fare (Contract)
2P7SG2,9/21/10,10/12/10,10/15/10,8616820032,UNITED AIRLINES,Coach,D,IAD,ABQ,IAD/ABQ/IAD,422.32,51.58,473.9,3251.16752,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2PA3RS,9/21/10,9/28/10,10/3/10,,VIRGIN AMERICA,Coach,D,SFO,SEA,SFO/SEA/SFO,149.38,,149.38,1359.808151,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2PVGIO,,10/5/10,10/6/10,8616079619,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN/IAD,-842.8,-84.6,-927.4,-2923.989026,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2PVGIO,9/21/10,10/1/10,10/6/10,8616079619,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN/IAD,842.8,84.6,927.4,2923.989026,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2PVGIO,9/21/10,10/4/10,10/6/10,8616206607,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN/IAD,842.8,84.6,927.4,2923.989026,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2PXRS6,9/21/10,10/21/10,11/1/10,8617570356,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2PYRZM,9/21/10,10/13/10,10/18/10,8616933322,AMERICAN,Coach,D,DCA,ABQ,DCA/DFW/ABQ/DFW/DCA,346.04,67.26,413.3,3519.695784,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2PYXDP,9/21/10,10/1/10,10/5/10,8616024890,ALASKA,Coach,D,SEA,ANC,SEA/ANC/SEA,791.36,42.75,834.11,2894.838256,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2PZMLP,9/21/10,10/1/10,10/6/10,8615970823,DELTA AIR LINES,Coach,D,ATL,JAN,ATL/JAN/ATL,835.34,84.06,919.4,680.7851693,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Q8PUW,9/21/10,10/7/10,10/12/10,8616445705,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,280.94,42.46,323.4,1095.766184,N,,N,,Y,Economy Discounted Government (Non-Contract)
2Q8PUW,9/21/10,10/7/10,10/11/10,8616445774,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,,,,1095.766184,Y,8616445705,N,8616445705,N,Economy Discounted Government (Non-Contract)
2Q8R5G,9/21/10,9/29/10,10/4/10,8615669278,UNITED AIRLINES,Coach,D,IAD,SEA,IAD/SEA/IAD,1153.48,107.92,1261.4,4605.052035,N,,N,,Y,YCA City Pair Fare (Contract)
2Q9QLS,9/21/10,10/20/10,10/25/10,8617467533,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,258.61,40.79,299.4,1735.606068,N,,N,,N,YCA City Pair Fare (Contract)
2QB2XL,9/21/10,10/15/10,10/20/10,8617095888,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QB8XW,9/21/10,10/22/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2QFFJ2,9/21/10,9/29/10,10/4/10,8615792053,FRONTIER AIRLINES,Coach,D,MCI,SEA,MCI/SEA/DEN/MCI,409.3,62.8,472.1,3048.042823,N,,N,,Y,YCA City Pair Fare (Contract)
2QGHID,9/21/10,9/30/10,10/5/10,8615912804,AMERICAN,Coach,D,DFW,BTR,DFW/BTR/DFW,373.96,49.44,423.4,764.4799282,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QHLR6,9/21/10,9/22/10,10/8/10,8615161823,AMERICAN,Coach,D,DEN,DFW,DEN/DFW,93.02,17.68,110.7,645.3428379,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QI2NV,9/21/10,9/29/10,10/4/10,8615669280,ALASKA,Coach,D,DCA,SEA,DCA/SEA/DCA,444.66,54.74,499.4,4649.514123,N,,N,,Y,YCA City Pair Fare (Contract)
2QIJ37,9/21/10,9/30/10,10/5/10,8615912738,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,212.1,37.3,249.4,796.7495528,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QILBR,9/21/10,9/29/10,10/3/10,8615669271,DELTA AIR LINES,Coach,D,ATL,MCI,ATL/MCI/ATL,353.48,47.92,401.4,1385.680721,N,,N,,Y,YCA City Pair Fare (Contract)
2QIOFX,9/21/10,9/30/10,10/5/10,8615912806,AMERICAN,Coach,D,DFW,BTR,DFW/BTR/DFW,373.96,49.44,423.4,764.4799282,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QJMFU,,10/19/10,10/17/10,,SOUTHWEST AIR,Coach,D,BWI,STL,BWI/STL/BWI,-156.7,0,-156.7,-1472.836264,N,,Y,,Y,Economy Unrestricted Fare (Non-Contract)
2QJMFU,9/21/10,10/22/10,10/22/10,,SOUTHWEST AIR,Coach,D,STL,BWI,STL/BWI,156.7,,156.7,736.4182622,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2QJMFU,9/21/10,10/14/10,10/17/10,,SOUTHWEST AIR,Coach,D,BWI,STL,BWI/STL/BWI,313.4,,313.4,1472.836264,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2QL65R,9/21/10,9/29/10,10/4/10,8615792057,UNITED AIRLINES,Coach,D,LAX,SEA,LAX/SEA,101.4,18.3,119.7,956.0444226,N,,N,,Y,YCA City Pair Fare (Contract)
2QL65R,9/21/10,9/29/10,10/7/10,8615792058,ALASKA,Coach,D,SEA,DCA,SEA/DCA,222.33,27.37,249.7,2324.757218,N,,N,,Y,YCA City Pair Fare (Contract)
2QLXBB,9/21/10,10/13/10,10/17/10,8616919831,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2QN6HS,9/21/10,9/29/10,10/4/10,,VIRGIN AMERICA,Coach,D,LAX,SFO,LAX/SFO/SNA,69.7,,69.7,709.9028496,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2QN6HS,9/21/10,9/29/10,10/7/10,8615792123,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA,128.37,20.33,148.7,372.0329058,N,,N,,Y,YCA City Pair Fare (Contract)
2QN6HS,9/21/10,10/7/10,10/7/10,8616492754,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA,128.37,20.33,148.7,372.0329058,N,,N,,Y,YCA City Pair Fare (Contract)
2QNHCX,9/21/10,10/29/10,11/15/10,8618113401,US AIRWAYS,Coach,D,DCA,PHX,DCA/LAS/PHX/DCA,812.09,93.01,905.1,4317.04354,N,,N,,N,YCA City Pair Fare (Contract)
2QNVHI,9/21/10,10/13/10,10/17/10,8616933371,AMERICAN,Coach,D,DCA,RAP,DCA/DFW/RAP/ORD/DCA,762.79,100.01,862.8,3417.092973,N,,N,,Y,Economy Discounted Government (Non-Contract)
2QOHHJ,9/21/10,10/20/10,10/27/10,8617494693,AMERICAN,Coach,D,LAS,JFK,LAS/JFK,138.6,21.1,159.7,2245.231438,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2QOHHJ,9/21/10,10/20/10,10/26/10,8617494692,US AIRWAYS,Coach,D,PHF,LAS,PHF/CLT/LAS,389.77,49.13,438.9,2193.888441,N,,N,,N,YCA City Pair Fare (Contract)
2QPPOM,9/21/10,9/29/10,10/4/10,8615792064,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,351.63,47.77,399.4,2970.414318,N,,N,,Y,YCA City Pair Fare (Contract)
2QPXGR,9/21/10,10/14/10,10/18/10,,SOUTHWEST AIR,Coach,D,MCI,ABQ,MCI/ABQ/MCI,651.9,,651.9,1433.874572,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2QRM4R,9/21/10,10/7/10,10/12/10,8616529712,AMERICAN,Coach,D,ORD,MSP,ORD/MSP/ORD,200.94,36.46,237.4,668.8111741,N,,N,,N,YCA City Pair Fare (Contract)
2QRM4R,9/21/10,10/7/10,10/12/10,8616529713,DELTA AIR LINES,Coach,D,MSP,INL,MSP/INL/MSP,472.56,49.44,522,508.9246669,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2QRW5J,9/21/10,10/13/10,10/17/10,8616933433,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QSP59,,10/2/10,9/28/10,,SOUTHWEST AIR,Coach,D,SMF,SAN,SMF/SAN_BUR/SMF,-3,0,-3,-840.3224053,N,,Y,,Y,Economy Unrestricted Fare (Non-Contract)
2QUIF6,9/21/10,10/13/10,10/17/10,8616919792,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QVQDR,9/21/10,10/13/10,10/17/10,8616971013,AMERICAN,Coach,D,HSV,ABQ,HSV/DFW/ABQ/DFW/HSV,667.9,91.4,759.3,2340.672239,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2QVQDR,9/21/10,10/20/10,10/22/10,8617494699,AMERICAN,Coach,D,ABQ,HSV,ABQ/DFW/HSV,,,,1170.336445,Y,8616971013,N,8616971013,N,_CA Deep Discount City Pair Fare (Contract)
2QWNAL,9/21/10,10/13/10,10/17/10,8616920053,AMERICAN,Coach,D,SDF,ABQ,SDF/DFW/ABQ/DFW/SDF,697.68,92.12,789.8,2602.233244,N,,N,,Y,YCA City Pair Fare (Contract)
2QWNAL,9/21/10,10/20/10,10/22/10,8617457550,AMERICAN,Coach,D,ABQ,SDF,ABQ/DFW/SDF,,,,1301.116904,Y,8616920053,N,8616920053,N,YCA City Pair Fare (Contract)
2QXN5F,,11/7/10,10/17/10,8616920048,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,-410.7,0,-410.7,-2535.404571,N,,P,,Y,_CA Deep Discount City Pair Fare (Contract)
2QXN5F,9/22/10,10/13/10,10/17/10,8616920048,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2R4Q2A,9/22/10,10/14/10,10/19/10,8617047293,AMERICAN,Coach,D,JFK,DCA,JFK/DCA,60.47,15.23,75.7,212.2798407,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2R4Q2A,9/22/10,10/14/10,10/21/10,8617047295,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MKE/MCI,285.59,41.31,326.9,1069.947011,N,,N,,N,YCA City Pair Fare (Contract)
2R6L4Z,9/22/10,9/30/10,10/5/10,8615912734,US AIRWAYS,Coach,D,PHL,RIC,PHL/RIC/PHL,703.12,74.13,777.25,397.5019549,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2R6PYP,9/22/10,9/29/10,10/9/10,8615792230,AMERICAN,Coach,D,DEN,ORD,DEN/ORD,101.4,18.3,119.7,899.2947663,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2R6PYP,9/22/10,9/29/10,10/4/10,,SOUTHWEST,Coach,D,MDW,DEN,MDW/DEN/ORD,149.7,,149.7,1804.818968,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2R8W4G,9/22/10,10/13/10,10/17/10,8616919942,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2R8W4G,9/22/10,10/18/10,10/22/10,8617169017,DELTA AIR LINES,Coach,D,ABQ,ATL,ABQ/ATL,,,,1267.702451,Y,8616919942,N,8616919942,N,_CA Deep Discount City Pair Fare (Contract)
2R9B2Y,9/22/10,9/29/10,10/4/10,8615792063,ALASKA,Coach,D,DCA,SEA,DCA/SEA/DCA,444.66,54.74,499.4,4649.514123,N,,N,,Y,YCA City Pair Fare (Contract)
2RLU62,9/22/10,10/13/10,10/17/10,8616933334,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ/ATL,744.18,75.72,819.9,2535.404571,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2RNQ7D,9/22/10,9/29/10,10/4/10,8615792040,ALASKA,Coach,D,SEA,DCA,SEA/DCA/SEA,398.14,51.26,449.4,4649.514123,N,,N,,Y,YCA City Pair Fare (Contract)
2RNY9C,9/22/10,10/21/10,11/28/10,8617586828,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,247.44,39.96,287.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
2RRQ7V,9/22/10,9/27/10,10/7/10,8615524434,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD,121.86,19.84,141.7,610.9043794,N,,N,,Y,YCA City Pair Fare (Contract)
2RRQ7V,9/22/10,9/27/10,10/1/10,8615524433,AMERICAN,Coach,D,ORD,SAN,ORD/SAN/DFW/DCA,411.17,58.43,469.6,4082.78026,N,,N,,Y,YCA City Pair Fare (Contract)
2RU53M,9/22/10,10/1/10,10/6/10,8615970656,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,493.02,58.38,551.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
2RW2IB,9/22/10,10/13/10,10/17/10,8616919960,AMERICAN,Coach,D,RDU,ABQ,RDU/ORD/ABQ/DFW/RDU,522.8,80.5,603.3,3392.506838,N,,N,,Y,YCA City Pair Fare (Contract)
2RW8DY,9/22/10,10/7/10,10/12/10,8616445788,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN/IAD,842.8,84.6,927.4,2923.989026,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2RWJML,9/22/10,9/29/10,10/4/10,8615791971,DELTA AIR LINES,Coach,D,ATL,SEA,ATL/SEA/ATL,688.38,73.02,761.4,4360.109511,N,,N,,Y,YCA City Pair Fare (Contract)
2RWLON,9/22/10,10/1/10,10/6/10,8615970816,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,493.02,58.38,551.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
2RXEYL,9/22/10,10/1/10,10/6/10,8615970801,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,493.02,58.38,551.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
2RZJWH,9/22/10,10/14/10,10/19/10,,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,199.4,,199.4,761.3834087,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2S54MN,9/23/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,PHL,PIT,PHL/PIT/PHL,259.4,,259.4,536.1532997,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2S8CDO,9/22/10,10/20/10,10/25/10,8617494658,UNITED AIRLINES,Coach,D,SFO,IAD,SFO/IAD/SFO,240,39.4,279.4,4830.898039,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2S8OOH,9/22/10,10/22/10,10/26/10,8617642493,DELTA AIR LINES,Coach,D,SLC,ATL,SLC/DEN/ATL/SLC,613.02,78.08,691.1,3175.950318,N,,N,,Y,Economy Discounted Government (Non-Contract)
2S8OOH,9/22/10,10/22/10,10/26/10,8617666914,DELTA AIR LINES,Coach,D,SLC,ATL,SLC/ATL/SLC,697.68,73.72,771.4,3175.897754,N,,N,,Y,Economy Discounted Government (Non-Contract)
2SC4BO,9/22/10,10/14/10,10/17/10,8617047389,DELTA AIR LINES,Coach,D,ATL,STL,ATL/STL/ATL,253.02,40.38,293.4,968.2109008,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2SCAX6,9/22/10,10/6/10,10/10/10,8616337820,UNITED AIRLINES,Coach,D,SEA,DCA,SEA/ORD/DCA/ORD/SEA,742.33,98.47,840.8,4657.459428,N,,N,,Y,Economy Discounted Government (Non-Contract)
2SCGG4,9/22/10,10/20/10,10/25/10,8617457557,AMERICAN,Coach,D,ORD,SFO,ORD/SFO/ORD,362.8,48.6,411.4,3687.012188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2SCI7C,9/22/10,10/18/10,10/20/10,,SOUTHWEST AIR,Coach,D,DEN,ABQ,DEN/ABQ/DEN,217.9,,217.9,680.2919744,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2SES5E,9/22/10,9/29/10,10/3/10,8615792078,UNITED AIRLINES,Coach,D,HLN,DEN,HLN/DEN/HLN,1371.16,124.24,1495.4,1185.902586,N,,N,,Y,YCA City Pair Fare (Contract)
2SEZLF,9/22/10,10/15/10,10/17/10,8617122577,AMERICAN,Coach,D,HSV,ABQ,HSV/DFW/ABQ/DFW/HSV,667.9,91.4,759.3,2340.672239,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2SGAQW,9/22/10,10/13/10,10/18/10,8616933337,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
2SGOPP,9/22/10,10/21/10,10/24/10,8617570276,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,135.82,10.18,146,2109.49372,Y,8617457534,N,8617457534,N,YCA City Pair Fare (Contract)
2SGOPP,9/22/10,10/20/10,10/24/10,8617457534,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,407.44,51.96,459.4,2109.49372,N,,N,,Y,YCA City Pair Fare (Contract)
2SGZYW,9/22/10,9/28/10,10/2/10,8615669016,US AIRWAYS,Coach,D,DCA,LGA,DCA/LGA,48.37,14.33,62.7,213.7569047,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2SILE6,9/22/10,10/20/10,10/25/10,,SOUTHWEST AIR,Coach,D,SAT,LAS,SAT/LAS/SAT,517.4,,517.4,2136.129344,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2SIMBY,9/22/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2SLU28,9/22/10,10/8/10,10/13/10,8616579921,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/IAD,305.12,44.28,349.4,4830.898039,N,,N,,N,YCA City Pair Fare (Contract)
2SLZYB,9/22/10,9/23/10,10/4/10,8615274324,ALASKA,Coach,D,KTN,ANC,KTN/ANC/SEA/KTN,1169.66,67.94,1237.6,2901.552008,N,,N,,Y,YCA City Pair Fare (Contract)
2SM668,9/22/10,10/7/10,10/12/10,8616445883,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,147.91,32.49,180.4,826.9360795,N,,N,,Y,YCA City Pair Fare (Contract)
2SNCCI,9/22/10,10/13/10,10/18/10,8616933340,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
2SNODP,9/22/10,10/20/10,10/25/10,8617457466,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,147.91,32.49,180.4,826.9360795,N,,N,,N,YCA City Pair Fare (Contract)
2SNODP,9/22/10,10/27/10,10/28/10,8618012217,UNITED AIRLINES,Coach,D,LAS,SFO,LAS/SFO,,,,413.4678313,Y,8617457466,N,8617457466,N,YCA City Pair Fare (Contract)
2SNP3M,9/22/10,10/20/10,10/23/10,8617467314,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS/SFO,141.4,32,173.4,826.9360795,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2SNPUE,,12/13/10,11/16/10,8617924834,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA/SFO,-108.7,0,-108.7,-744.0654308,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
2SNPUE,9/22/10,10/27/10,11/16/10,8617924834,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA/SFO,182.32,35.08,217.4,744.0654308,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2U57QQ,9/24/10,10/21/10,11/7/10,8617570258,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2U5CFA,9/24/10,10/13/10,10/17/10,8616933454,AMERICAN,Coach,D,PHL,ABQ,PHL/DFW/ABQ/DFW/PHL,312.56,64.74,377.3,3740.053725,N,,N,,N,YCA City Pair Fare (Contract)
2U5SHY,9/24/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,SAN,LAS,SAN/LAS/SAN,323.4,,323.4,517.9861927,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2U5SHY,9/24/10,10/14/10,10/15/10,,SOUTHWEST AIR,Coach,D,LAS,SAN,LAS/SAN,,,,258.9930712,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2U636F,9/24/10,10/13/10,10/18/10,8616933373,AMERICAN,Coach,D,LGA,ABQ,LGA/DFW/ABQ/ORD,360,54.6,414.6,3073.089698,N,,N,,Y,YCA City Pair Fare (Contract)
2U7FOV,9/24/10,10/19/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2U7FOV,9/24/10,10/22/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,,,,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2U7FR4,9/24/10,10/19/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2U7FR4,9/24/10,10/19/10,10/25/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,,,,1230.474703,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2UACDJ,9/23/10,10/20/10,10/22/10,8617467552,ALASKA,Coach,D,SEA,JNU,SEA/JNU/SEA,793.64,61.96,855.6,1817.016776,N,,N,,N,YCA City Pair Fare (Contract)
2UAR5A,9/23/10,10/7/10,10/12/10,,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,199.4,,199.4,761.3834087,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2UDN8J,9/23/10,10/7/10,10/17/10,8616445895,UNITED AIRLINES,Coach,D,SAN,MCO,SAN/LAX/MCO/IAD/SAN,569.3,85.5,654.8,5334.826995,N,,N,,Y,Economy Discounted Government (Non-Contract)
